"","target","key_age","key_recency","key_frequency","key_monetary","key_rfm","key_is_left_handed","key_role","eg_factor_4","eg_factor_4_na","eg_factor_12","eg_factor_12_na","eg_factor_50","eg_factor_50_na","eg_binary","eg_binary_na","eg_logical","eg_logical_na","eg_continuous","eg_continuous_na","eg_cluster","eg_cluster_na","eg_integer_7","eg_integer_7_na","eg_integer_50","eg_integer_50_na","eg_character","eg_character_na","eg_long_character","eg_long_character_na","eg_date","eg_date_na"
"589","negative",25,4,3,427,0.212669683257919,0,"grimpeur","dragon","dragon","cadetblue2","cadetblue2","Delaware","Delaware",0,0,TRUE,TRUE,103.62860946445,103.62860946445,20.9557459454518,NA,61,61,46,NA,"Paleoclimatological Nightheron","Paleoclimatological Nightheron","Diam in metus euismod","Diam in metus euismod",2021-11-06,2021-11-06
"590","negative",26.4,7,4,588,0.451357466063348,0,"domestique","fish","fish","burlywood2","burlywood2","South Carolina","South Carolina",1,1,TRUE,TRUE,100.460289468054,100.460289468054,70.7916085785255,70.7916085785255,61,NA,9,9,"Trilinear Chameleon","Trilinear Chameleon","Ultrices dolor nisl quam,","Ultrices dolor nisl quam,",2022-02-14,2022-02-14
"591","negative",27.2,115,1,134,0.0554298642533937,1,"sprinteurs","fish","fish","cadetblue4","cadetblue4","Kansas","Kansas",1,1,TRUE,TRUE,89.2972676462281,NA,10.7444716785103,10.7444716785103,67,67,21,21,"Dendrological Binturong","Dendrological Binturong","Conubia rutrum nisi class","Conubia rutrum nisi class",2021-11-06,2021-11-06
"592","negative",33,101,2,300,0.316176470588235,0,"grimpeur","dragon","dragon","chartreuse1","chartreuse1","Arkansas","Arkansas",1,1,FALSE,FALSE,80.6958365193804,80.6958365193804,30.3519158053678,30.3519158053678,73,73,4,4,"Atypical Firebelliedtoad","Atypical Firebelliedtoad","Class quis scelerisque accumsan","Class quis scelerisque accumsan",2021-11-06,2021-11-06
"593","negative",41.1,288,1,125,0.192307692307692,0,"domestique","raccoon","raccoon","burlywood1","burlywood1","New Jersey","New Jersey",1,1,FALSE,FALSE,148.915834378581,148.915834378581,70.9542244905606,70.9542244905606,59,59,19,19,"Snaky Bighornsheep","Snaky Bighornsheep","Non torquent eget dictumst",NA,2021-07-29,NA
"594","negative",23.9,345,1,157,0.340497737556561,0,"sprinteurs","fish","fish","burlywood2","burlywood2","Kentucky",NA,1,1,TRUE,TRUE,93.2819618885905,93.2819618885905,40.2532679259311,40.2532679259311,73,73,50,50,"Semipeaceful Argali","Semipeaceful Argali","Et in per pretium","Et in per pretium",2022-02-14,2022-02-14
"595","negative",24.8,316,1,133,0.222850678733032,0,"domestique","raccoon","raccoon","cadetblue","cadetblue","Colorado","Colorado",0,0,TRUE,TRUE,122.316681186654,122.316681186654,70.4436657875776,70.4436657875776,59,59,10,10,"Stripy Fiddlercrab","Stripy Fiddlercrab","Eleifend in risus eleifend","Eleifend in risus eleifend",2021-04-20,2021-04-20
"596","negative",31.6,39,12,5170,0.946266968325792,0,"grimpeur","raccoon","raccoon","cadetblue1","cadetblue1","Pennsylvania","Pennsylvania",0,0,TRUE,TRUE,62.8912858941301,62.8912858941301,40.7787171751261,40.7787171751261,59,59,47,47,"Moonwalking Poodle","Moonwalking Poodle","Ut interdum quisque maecenas","Ut interdum quisque maecenas",2021-07-29,2021-07-29
"597","negative",38.9,172,4,5073,0.987556561085973,1,"domestique","dragon","dragon","cadetblue","cadetblue","Maryland","Maryland",1,1,TRUE,TRUE,88.4905592667115,88.4905592667115,10.6368452215102,10.6368452215102,67,67,43,43,"Countable Raccoon","Countable Raccoon","Primis sed? Mus sit","Primis sed? Mus sit",2021-07-29,2021-07-29
"598","negative",28.8,100,1,154,0.0690045248868778,0,"gc","fish","fish","burlywood3","burlywood3","Maine","Maine",0,0,FALSE,FALSE,92.9186316188704,92.9186316188704,10.3394300786313,10.3394300786313,67,67,7,7,"Interlibrary Frigatebird","Interlibrary Frigatebird","Diam velit blandit amet","Diam velit blandit amet",2022-02-14,NA
"599","negative",37.7,224,4,579,0.933257918552036,0,"domestique","dragon","dragon","cadetblue3","cadetblue3","Hawaii","Hawaii",0,0,TRUE,TRUE,102.676386435218,102.676386435218,60.8894529282115,60.8894529282115,71,71,5,5,"Nettlesome Fossa","Nettlesome Fossa","Dis turpis odio justo.","Dis turpis odio justo.",2022-02-14,NA
"600","negative",47.6,226,2,338,0.555995475113122,0,"domestique","fish",NA,"cadetblue","cadetblue","New Mexico","New Mexico",0,0,TRUE,TRUE,111.59448064067,111.59448064067,70.3365774366539,70.3365774366539,53,53,18,18,"Domestic Turaco",NA,"Sed varius potenti sollicitudin,","Sed varius potenti sollicitudin,",2021-07-29,2021-07-29
"601","negative",28.8,13,2,312,0.0774886877828054,0,"rouleur","raccoon","raccoon","chartreuse","chartreuse","Montana",NA,0,0,TRUE,TRUE,144.355143115884,144.355143115884,40.3658596321475,40.3658596321475,73,73,40,40,"Glutinous Ratfish","Glutinous Ratfish","Semper aliquam penatibus. Viverra","Semper aliquam penatibus. Viverra",2022-02-14,2022-02-14
"602","negative",31.6,115,3,445,0.59106334841629,0,"domestique","raccoon","raccoon","cadetblue4","cadetblue4","Utah","Utah",1,1,TRUE,TRUE,161.805047052604,161.805047052604,40.1206416829955,40.1206416829955,53,53,25,25,"Smartaleck Xiaosaurus","Smartaleck Xiaosaurus","Fusce praesent ac, in","Fusce praesent ac, in",2021-07-29,2021-07-29
"603","negative",29.8,81,5,762,0.839366515837104,1,"sprinteurs","raccoon","raccoon","cadetblue1","cadetblue1","Maine","Maine",1,1,TRUE,TRUE,89.6550191738244,89.6550191738244,20.2132663852535,20.2132663852535,73,NA,34,34,"Woollyheaded Hart","Woollyheaded Hart","Id auctor et tempor","Id auctor et tempor",2021-04-20,2021-04-20
"604","negative",45.6,130,2,279,0.334276018099547,1,"domestique","fish","fish","chartreuse1","chartreuse1","Connecticut","Connecticut",1,1,TRUE,TRUE,138.86906652846,138.86906652846,10.4192005249206,10.4192005249206,61,61,3,3,"Doddered Shorebird","Doddered Shorebird","Sed iaculis nisi leo","Sed iaculis nisi leo",2022-02-14,2022-02-14
"605","negative",30.5,32,7,2263,0.8710407239819,0,"grimpeur","fish","fish","chartreuse1","chartreuse1","Virginia","Virginia",0,0,FALSE,FALSE,160.806214886436,NA,70.9516852654051,70.9516852654051,53,53,46,46,"Wooden Krill","Wooden Krill","Egestas ac libero accumsan","Egestas ac libero accumsan",2022-02-14,2022-02-14
"606","negative",21.5,207,1,145,0.170248868778281,1,"sprinteurs","fish","fish","chartreuse1","chartreuse1","North Carolina","North Carolina",0,0,TRUE,TRUE,125.058225737587,125.058225737587,40.2070448759478,NA,53,53,12,12,"Vermiform Nightjar","Vermiform Nightjar","Blandit vel lorem. Eu","Blandit vel lorem. Eu",2022-02-14,2022-02-14
"607","negative",41.5,NA,NA,NA,NA,0,"puncheur","fish","fish","burlywood4",NA,"Maine","Maine",0,0,FALSE,FALSE,99.9235871841269,99.9235871841269,60.47417284525,60.47417284525,47,47,43,43,"Lime Dungenesscrab","Lime Dungenesscrab","Inceptos euismod suspendisse natoque","Inceptos euismod suspendisse natoque",2022-02-14,2022-02-14
"608","negative",30.8,NA,NA,NA,NA,0,"gc","dragon",NA,"burlywood1","burlywood1","Minnesota","Minnesota",0,0,TRUE,TRUE,160.68228751994,160.68228751994,20.6366984616034,20.6366984616034,67,67,12,12,"Fortuitous Norwaylobster",NA,"Erat lacus sollicitudin dui","Erat lacus sollicitudin dui",2021-11-06,2021-11-06
"609","negative",40.8,NA,NA,NA,NA,0,"domestique","dog",NA,"burlywood1","burlywood1","Maryland","Maryland",0,0,FALSE,FALSE,84.880040729897,84.880040729897,20.5161534259096,20.5161534259096,71,71,46,46,"Imperialistic Cricket","Imperialistic Cricket","Aliquam condimentum. In quam",NA,2021-07-29,NA
"610","negative",32.9,66,1,157,0.042420814479638,0,"domestique","dragon","dragon","chartreuse","chartreuse","Massachusetts","Massachusetts",0,0,FALSE,FALSE,128.282541696598,128.282541696598,10.4027590777259,10.4027590777259,53,53,14,NA,"Kinetic Spreadwing","Kinetic Spreadwing","Tincidunt nec habitasse lobortis","Tincidunt nec habitasse lobortis",2022-02-14,2022-02-14
"611","negative",35.6,124,2,294,0.351244343891403,0,"puncheur","fish","fish","chartreuse","chartreuse","Alaska",NA,0,NA,FALSE,FALSE,157.797851867756,157.797851867756,20.4684870310593,20.4684870310593,59,59,3,3,"Undamaged Americancrocodile","Undamaged Americancrocodile","Per, felis ullamcorper eget","Per, felis ullamcorper eget",2022-02-14,2022-02-14
"612","negative",37.9,64,11,1605,0.919683257918552,0,"rouleur","dragon","dragon","cadetblue1","cadetblue1","Massachusetts","Massachusetts",0,0,TRUE,TRUE,157.086935724925,157.086935724925,70.7262875684537,70.7262875684537,53,53,22,22,"Constituent Arcticfox","Constituent Arcticfox","Dictum mus sed, justo","Dictum mus sed, justo",2021-07-29,2021-07-29
"613","negative",35.7,189,5,1935,0.994343891402715,0,"sprinteurs","raccoon","raccoon","chartreuse","chartreuse","Colorado","Colorado",1,1,FALSE,FALSE,151.846280972366,151.846280972366,40.818342830753,NA,73,73,3,3,"Superserious Stonefly","Superserious Stonefly","Nibh faucibus nec vitae,",NA,2022-02-14,2022-02-14
"614","negative",46.6,109,1,119,0.045814479638009,0,"grimpeur","raccoon","raccoon","cadetblue3","cadetblue3","Florida",NA,0,0,FALSE,FALSE,115.139862677498,115.139862677498,40.7865746533498,40.7865746533498,67,67,27,27,"Testy Darwinsfox",NA,"Torquent sed quam bibendum","Torquent sed quam bibendum",2021-11-06,2021-11-06
"615","negative",25.6,287,2,1487,0.78393665158371,0,"gc","raccoon","raccoon","cadetblue3","cadetblue3","South Carolina","South Carolina",1,1,TRUE,TRUE,59.598430858229,NA,50.8735372035298,50.8735372035298,71,71,21,21,"Compulsory Wildebeast","Compulsory Wildebeast","Aliquam fringilla primis. In","Aliquam fringilla primis. In",2021-11-06,2021-11-06
"616","positive",63.2,159,2,265,0.373868778280543,0,"domestique","dragon","dragon","burlywood","burlywood","New Mexico","New Mexico",1,1,TRUE,TRUE,96.418318074612,96.418318074612,50.0897994206753,50.0897994206753,59,59,33,NA,"Technocratic Ungulate","Technocratic Ungulate","Quam ac porttitor himenaeos","Quam ac porttitor himenaeos",2021-11-06,2021-11-06
"617","negative",24.3,21,2,308,0.101244343891403,1,"grimpeur","raccoon","raccoon","cadetblue2","cadetblue2","South Carolina","South Carolina",0,0,FALSE,FALSE,88.6063412333424,88.6063412333424,60.8872098806314,60.8872098806314,71,NA,27,27,"Inbred Furseal","Inbred Furseal","Class diam semper justo","Class diam semper justo",2022-02-14,2022-02-14
"618","negative",33.4,47,2,281,0.129524886877828,1,"grimpeur","dog","dog","cadetblue2","cadetblue2","Tennessee","Tennessee",1,1,FALSE,FALSE,101.797422926164,101.797422926164,20.8421691725962,20.8421691725962,73,73,39,39,"Quasiabsolute Guernseycow","Quasiabsolute Guernseycow","Interdum maximus, ac purus","Interdum maximus, ac purus",2022-02-14,2022-02-14
"619","negative",40.5,80,2,1463,0.503393665158371,0,"rouleur","dragon","dragon","cadetblue1","cadetblue1","New Jersey","New Jersey",0,0,TRUE,TRUE,102.360780648454,102.360780648454,20.2543737927917,20.2543737927917,47,47,19,19,"Unspectacular Badger","Unspectacular Badger","Ac turpis leo cubilia","Ac turpis leo cubilia",2022-02-14,NA
"620","negative",36.7,325,1,150,0.29920814479638,0,"grimpeur","fish","fish","burlywood","burlywood","Maine",NA,1,1,TRUE,TRUE,162.418109014845,162.418109014845,60.9808640233241,60.9808640233241,61,61,46,46,"Impertinent Swallow","Impertinent Swallow","Justo cras ac mollis","Justo cras ac mollis",2021-11-06,2021-11-06
"621","negative",31.6,NA,NA,NA,NA,0,"grimpeur","dog",NA,"burlywood2","burlywood2","Minnesota",NA,0,0,FALSE,FALSE,75.0314448770776,75.0314448770776,10.5919271365274,10.5919271365274,61,61,24,24,"Superdifficult Lice","Superdifficult Lice","Eleifend praesent, feugiat nibh","Eleifend praesent, feugiat nibh",2021-07-29,2021-07-29
"622","negative",43.2,168,4,12993,0.989253393665158,0,"rouleur","fish","fish","burlywood1","burlywood1","Kansas","Kansas",1,1,TRUE,TRUE,135.930835929333,135.930835929333,60.2035880233161,60.2035880233161,73,NA,29,29,"Rubbery Bluejay","Rubbery Bluejay","Mauris consequat, sem non","Mauris consequat, sem non",2022-02-14,2022-02-14
"623","negative",23.5,19,3,434,0.32183257918552,0,"sprinteurs","fish","fish","cadetblue4","cadetblue4","Rhode Island","Rhode Island",0,0,TRUE,TRUE,109.411930027071,109.411930027071,60.1208891773131,60.1208891773131,67,67,37,37,"Superpolite Seaslug",NA,"Euismod et maecenas varius","Euismod et maecenas varius",2022-02-14,2022-02-14
"624","negative",30.4,53,3,463,0.472850678733032,0,"puncheur","fish","fish","burlywood","burlywood","South Dakota","South Dakota",0,0,FALSE,FALSE,78.0620025319138,78.0620025319138,30.7845585304312,30.7845585304312,67,67,49,NA,"Fascinated Nightingale","Fascinated Nightingale","Aenean sed dolor velit","Aenean sed dolor velit",2022-02-14,2022-02-14
"625","negative",30,120,1,149,0.0854072398190045,0,"grimpeur","raccoon","raccoon","chartreuse1",NA,"Hawaii","Hawaii",0,0,TRUE,TRUE,105.842134679591,105.842134679591,50.8698560881894,50.8698560881894,71,71,46,46,"Quasipleasurable Australianshelduck",NA,"Mattis bibendum inceptos facilisis","Mattis bibendum inceptos facilisis",2022-02-14,2022-02-14
"626","negative",40,40,3,1798,0.600113122171946,0,"gc","dog","dog","cadetblue","cadetblue","North Carolina","North Carolina",0,0,FALSE,FALSE,93.607464370059,93.607464370059,20.534973727772,20.534973727772,61,61,35,35,"Dialectal Mole","Dialectal Mole","Sed sed amet in","Sed sed amet in",2021-11-06,NA
"627","negative",27.1,NA,NA,NA,NA,0,"grimpeur","dragon","dragon","burlywood","burlywood","Idaho","Idaho",1,NA,FALSE,FALSE,94.4232373424713,94.4232373424713,10.1507443145383,10.1507443145383,47,47,45,45,"Mature Hornedtoad","Mature Hornedtoad","In duis vitae. Sociosqu","In duis vitae. Sociosqu",2021-11-06,NA
"628","negative",32.1,269,3,463,0.819004524886878,0,"gc","fish","fish","cadetblue3","cadetblue3","Maryland","Maryland",0,0,TRUE,TRUE,93.1210271605818,93.1210271605818,10.2477463395335,10.2477463395335,61,61,33,33,"Roguish Fallowdeer","Roguish Fallowdeer","Condimentum consequat nunc egestas,","Condimentum consequat nunc egestas,",2022-02-14,2022-02-14
"629","negative",25.7,98,2,315,0.34841628959276,0,"grimpeur","raccoon","raccoon","chartreuse","chartreuse","Idaho","Idaho",1,1,TRUE,TRUE,94.7354128654115,94.7354128654115,40.7860966285225,40.7860966285225,73,73,43,43,"Nonzoological Foal","Nonzoological Foal","Enim enim efficitur, id","Enim enim efficitur, id",2022-02-14,2022-02-14
"630","negative",33,21,3,461,0.367081447963801,0,"rouleur","fish","fish","chartreuse1","chartreuse1","Wyoming","Wyoming",0,0,FALSE,FALSE,109.474199864571,109.474199864571,70.9032136192545,70.9032136192545,53,53,16,16,"Damaging Atlanticbluetang","Damaging Atlanticbluetang","Convallis vitae donec rutrum","Convallis vitae donec rutrum",2021-11-06,NA
"631","negative",19.2,144,3,472,0.692307692307692,0,"domestique","raccoon","raccoon","burlywood4","burlywood4","Ohio","Ohio",1,1,FALSE,FALSE,60.4963130629656,60.4963130629656,30.1454294307623,30.1454294307623,73,73,29,29,"Enervative Burro","Enervative Burro","Risus eget sed, nibh","Risus eget sed, nibh",2022-02-14,2022-02-14
"632","negative",25.1,249,2,302,0.520361990950226,0,"domestique","fish","fish","burlywood4","burlywood4","Utah","Utah",0,0,FALSE,FALSE,140.006324110968,140.006324110968,20.7388196364045,20.7388196364045,53,53,1,NA,"Incredible Yardant","Incredible Yardant","Mauris eu tincidunt cum","Mauris eu tincidunt cum",2021-07-29,2021-07-29
"633","negative",31.9,117,1,144,0.0684389140271493,0,"rouleur","raccoon","raccoon","cadetblue1","cadetblue1","Kentucky","Kentucky",1,1,TRUE,TRUE,128.972218119183,128.972218119183,50.9720321646892,50.9720321646892,71,71,16,16,"Autoimmune Silversidefish","Autoimmune Silversidefish","Urna vehicula laoreet ut","Urna vehicula laoreet ut",2022-02-14,2022-02-14
"634","negative",47.2,132,1,164,0.13631221719457,0,"domestique","raccoon","raccoon","cadetblue4","cadetblue4","Maryland","Maryland",1,1,TRUE,TRUE,114.71525835008,114.71525835008,70.4148117876612,NA,53,NA,36,36,"Furry Erin","Furry Erin","Ut natoque ornare varius","Ut natoque ornare varius",2021-07-29,2021-07-29
"635","negative",25.9,79,10,2746,0.979072398190045,0,"domestique","dragon","dragon","burlywood3","burlywood3","Florida",NA,1,1,FALSE,FALSE,137.680163153299,137.680163153299,60.7851783803198,60.7851783803198,73,73,46,46,"Connectible Mussaurus","Connectible Mussaurus","Aliquam fermentum a etiam","Aliquam fermentum a etiam",2022-02-14,2022-02-14
"636","negative",32.2,301,2,304,0.562782805429864,0,"domestique","raccoon","raccoon","cadetblue",NA,"New York","New York",0,0,TRUE,TRUE,79.6995687872496,79.6995687872496,10.698267666623,10.698267666623,59,59,8,8,"Contemnible Galah","Contemnible Galah","At, ut sed ex","At, ut sed ex",2021-07-29,2021-07-29
"637","negative",43,223,1,164,0.256221719457014,0,"sprinteurs","dragon","dragon","chartreuse","chartreuse","Texas","Texas",1,1,FALSE,FALSE,168.981186781757,168.981186781757,30.3840597781818,30.3840597781818,47,47,47,47,"Proclergy Waterdogs","Proclergy Waterdogs","In euismod scelerisque id","In euismod scelerisque id",2021-07-29,2021-07-29
"638","negative",43.1,60,2,300,0.190045248868778,0,"domestique","raccoon","raccoon","burlywood2",NA,"Wisconsin","Wisconsin",0,0,TRUE,TRUE,92.8476901731536,NA,10.2344337131362,10.2344337131362,71,71,9,9,"Pogonophilic Zooplankton",NA,"Nec, pellentesque justo laoreet","Nec, pellentesque justo laoreet",2021-07-29,2021-07-29
"639","negative",17.9,1,3,1920,0.434389140271493,0,"puncheur","raccoon","raccoon","cadetblue3","cadetblue3","Florida","Florida",1,1,TRUE,TRUE,51.6585046807171,51.6585046807171,40.3021558395121,40.3021558395121,47,NA,17,17,"Inborn Gordonsetter","Inborn Gordonsetter","Tempus dis mauris odio","Tempus dis mauris odio",2021-11-06,2021-11-06
"640","negative",58.5,64,3,448,0.486990950226244,0,"puncheur","fish","fish","cadetblue","cadetblue","Louisiana","Louisiana",1,1,FALSE,FALSE,164.329761072477,164.329761072477,70.4568521529436,70.4568521529436,47,NA,39,39,"Inner Wisent","Inner Wisent","Non, amet augue primis","Non, amet augue primis",2021-07-29,NA
"641","negative",28,292,1,134,0.213800904977376,1,"grimpeur","dog","dog","cadetblue4","cadetblue4","South Carolina","South Carolina",0,0,FALSE,FALSE,104.006148928543,104.006148928543,60.1821200544946,60.1821200544946,71,71,36,36,"Toadish Angelfish","Toadish Angelfish","Sollicitudin ut aliquam eleifend","Sollicitudin ut aliquam eleifend",2021-11-06,2021-11-06
"642","positive",98.7,325,1,173,0.359162895927602,0,"domestique","dragon","dragon","cadetblue1","cadetblue1","West Virginia",NA,1,1,TRUE,TRUE,159.446679909198,NA,40.4878461544868,40.4878461544868,53,53,9,9,"Rancour Hammerheadbird","Rancour Hammerheadbird","Risus sodales, lacinia euismod",NA,2021-11-06,2021-11-06
"643","positive",60.6,61,3,458,0.495475113122172,0,"sprinteurs","dragon","dragon","chartreuse1","chartreuse1","New Jersey","New Jersey",1,1,FALSE,FALSE,79.1099439761099,79.1099439761099,10.8248326764442,10.8248326764442,67,67,22,22,"Adamantium Venomoussnake",NA,"Integer lacus amet non","Integer lacus amet non",2022-02-14,2022-02-14
"644","negative",26.7,99,3,443,0.561085972850679,0,"puncheur","fish","fish","burlywood1","burlywood1","Montana",NA,1,1,FALSE,FALSE,97.6323870149053,97.6323870149053,10.3690417821053,NA,61,61,49,49,"Insectological Locust","Insectological Locust","At sit tristique penatibus","At sit tristique penatibus",2021-11-06,2021-11-06
"645","negative",33.7,52,5,787,0.755090497737557,0,"puncheur","fish","fish","burlywood4","burlywood4","Vermont","Vermont",1,1,FALSE,FALSE,138.413035049595,138.413035049595,10.5703230695799,10.5703230695799,67,67,10,10,"Enigmatic Noddy","Enigmatic Noddy","Egestas elit, nibh id","Egestas elit, nibh id",2022-02-14,NA
"646","positive",61.8,115,4,574,0.773755656108597,0,"gc","fish","fish","burlywood3","burlywood3","Nevada","Nevada",1,NA,TRUE,TRUE,164.004389863877,164.004389863877,50.2060122347903,50.2060122347903,67,67,9,9,"Illtempered Hartebeest","Illtempered Hartebeest","Risus non per quam.","Risus non per quam.",2022-02-14,2022-02-14
"647","negative",38.2,167,2,307,0.442307692307692,1,"sprinteurs","dragon","dragon","burlywood1",NA,"Hawaii","Hawaii",0,0,TRUE,TRUE,91.6839738588416,91.6839738588416,10.3986805181485,10.3986805181485,67,NA,11,11,"Relaxative Dorado",NA,"Arcu rutrum mauris. Massa","Arcu rutrum mauris. Massa",2022-02-14,2022-02-14
"648","negative",26.6,149,2,15209,0.79524886877828,0,"domestique","dragon","dragon","burlywood1","burlywood1","California","California",0,0,TRUE,TRUE,126.366360583301,126.366360583301,60.2814402168151,60.2814402168151,47,47,37,37,"Hemp Ichthyostega","Hemp Ichthyostega","Parturient fringilla suspendisse finibus,","Parturient fringilla suspendisse finibus,",2021-11-06,2021-11-06
"649","negative",19.1,62,2,1540,0.468325791855204,0,"rouleur","dragon","dragon","chartreuse1","chartreuse1","South Carolina","South Carolina",0,0,FALSE,FALSE,97.1420486411644,97.1420486411644,60.2721787290648,60.2721787290648,73,73,34,34,"Circumnavigatory Horse","Circumnavigatory Horse","Lacinia orci placerat nunc,","Lacinia orci placerat nunc,",2021-11-06,2021-11-06
"650","negative",24.4,NA,NA,NA,NA,0,"grimpeur","fish","fish","burlywood2","burlywood2","South Dakota","South Dakota",1,1,FALSE,FALSE,107.103511558596,107.103511558596,10.9508190220222,10.9508190220222,61,61,41,41,"Proselytistic Microvenator","Proselytistic Microvenator","Maecenas lobortis fermentum malesuada",NA,2021-11-06,2021-11-06
"651","negative",20.5,19,2,299,0.0735294117647059,1,"rouleur","fish","fish","chartreuse1","chartreuse1","Mississippi","Mississippi",0,0,FALSE,FALSE,106.902907173723,106.902907173723,30.2471564274747,30.2471564274747,73,73,2,2,"Disposable Dutchshepherddog","Disposable Dutchshepherddog","Cum sollicitudin dignissim. Eros",NA,2022-02-14,NA
"652","negative",26.2,112,3,433,0.574660633484163,0,"grimpeur","dragon","dragon","cadetblue","cadetblue","South Dakota","South Dakota",1,1,FALSE,FALSE,142.460825408444,142.460825408444,60.5929494311567,60.5929494311567,73,73,37,37,"Selfdestroyed Karakul","Selfdestroyed Karakul","Taciti, mollis non dignissim,","Taciti, mollis non dignissim,",2022-02-14,2022-02-14
"653","negative",20,33,3,473,0.413461538461538,0,"domestique","fish","fish","burlywood1","burlywood1","California","California",1,1,FALSE,FALSE,89.7025526320771,89.7025526320771,10.2606188689824,10.2606188689824,71,71,33,33,"Bulllike Zebrafinch","Bulllike Zebrafinch","Fermentum convallis a, feugiat","Fermentum convallis a, feugiat",2021-07-29,2021-07-29
"654","negative",43.8,34,3,446,0.388009049773756,0,"puncheur","raccoon",NA,"burlywood1","burlywood1","Maine","Maine",1,1,TRUE,TRUE,130.290224212565,130.290224212565,60.7751056638081,60.7751056638081,53,53,43,43,"Bottom Mastiff",NA,"Duis suscipit quam nibh.",NA,2021-07-29,2021-07-29
"655","negative",48.1,344,1,154,0.329751131221719,0,"puncheur","dog","dog","burlywood4","burlywood4","New Jersey","New Jersey",1,1,TRUE,TRUE,151.714097584082,151.714097584082,30.2999877349939,NA,73,73,7,7,"Complexionless Stagbeetle","Complexionless Stagbeetle","Varius nec ex vel","Varius nec ex vel",2021-07-29,2021-07-29
"656","negative",20.1,NA,NA,NA,NA,0,"grimpeur","fish",NA,"cadetblue4","cadetblue4","Virginia","Virginia",0,0,TRUE,TRUE,129.547178487935,129.547178487935,10.972373375902,10.972373375902,71,NA,33,33,"Postlegal Caudata","Postlegal Caudata","Dis id lorem malesuada","Dis id lorem malesuada",2021-11-06,2021-11-06
"657","negative",27.6,27,4,589,0.546945701357466,0,"domestique","fish","fish","burlywood3","burlywood3","Arizona","Arizona",0,0,TRUE,TRUE,157.971783065302,157.971783065302,30.2908535334282,30.2908535334282,47,47,36,36,"Homey Blackbuck","Homey Blackbuck","Viverra justo blandit odio,","Viverra justo blandit odio,",2021-04-20,2021-04-20
"658","negative",45.4,237,1,150,0.21606334841629,1,"rouleur","dragon","dragon","cadetblue3","cadetblue3","Illinois","Illinois",1,1,TRUE,TRUE,90.4025619537068,90.4025619537068,10.0603254744783,NA,59,59,4,4,"Sketched Viperfish","Sketched Viperfish","Eleifend risus ante cubilia.","Eleifend risus ante cubilia.",2022-02-14,2022-02-14
"659","negative",33.9,NA,NA,NA,NA,0,"gc","dragon","dragon","cadetblue1","cadetblue1","Kentucky","Kentucky",0,0,TRUE,TRUE,120.578604532952,120.578604532952,70.4420349781867,70.4420349781867,53,53,41,41,"Disagreeable Mantaray","Disagreeable Mantaray","Urna duis tincidunt interdum","Urna duis tincidunt interdum",2021-07-29,2021-07-29
"660","negative",23.9,44,1,152,0.0237556561085973,0,"domestique","dragon","dragon","chartreuse1","chartreuse1","Virginia","Virginia",1,NA,TRUE,TRUE,94.4158878219813,94.4158878219813,30.716016802704,30.716016802704,67,67,35,35,"Angelic Iraniangroundjay","Angelic Iraniangroundjay","Mauris cum laoreet parturient","Mauris cum laoreet parturient",2021-11-06,2021-11-06
"661","negative",39.1,61,2,282,0.160633484162896,0,"grimpeur","raccoon","raccoon","burlywood2","burlywood2","North Carolina","North Carolina",0,0,FALSE,FALSE,70.0916481971821,70.0916481971821,30.1604315005243,30.1604315005243,47,47,32,32,"Declarative Tattler","Declarative Tattler","Tristique pellentesque ex et","Tristique pellentesque ex et",2021-11-06,2021-11-06
"662","negative",33.6,164,2,1479,0.671380090497738,0,"grimpeur","raccoon","raccoon","burlywood","burlywood","Delaware","Delaware",1,NA,TRUE,TRUE,125.075392877359,125.075392877359,30.3400791478343,30.3400791478343,47,47,16,16,"Damaging Maggot","Damaging Maggot","Nec primis quis etiam","Nec primis quis etiam",2021-04-20,2021-04-20
"663","negative",34.1,260,2,294,0.509615384615385,0,"puncheur","fish","fish","burlywood4","burlywood4","Florida",NA,0,0,TRUE,TRUE,65.6061855898339,65.6061855898339,10.5918119337875,10.5918119337875,53,53,10,10,"Subtropical Opossum",NA,"Purus primis turpis ante","Purus primis turpis ante",2021-11-06,NA
"664","negative",35.8,163,2,314,0.455882352941176,0,"domestique","fish",NA,"chartreuse1","chartreuse1","Illinois","Illinois",1,1,FALSE,FALSE,147.378855916329,147.378855916329,70.4391195380595,70.4391195380595,47,47,25,25,"Giveable Xraytetra","Giveable Xraytetra","Nibh curae felis sed,","Nibh curae felis sed,",2021-07-29,2021-07-29
"665","negative",28.7,20,42,12790,0.921945701357466,0,"domestique","raccoon","raccoon","burlywood4","burlywood4","Washington","Washington",0,0,FALSE,FALSE,92.6970446507506,92.6970446507506,70.4596955883317,NA,71,71,32,32,"Unquietable Sora","Unquietable Sora","Et eu consequat maximus","Et eu consequat maximus",2022-02-14,NA
"666","negative",26.7,131,4,2200,0.959841628959276,0,"puncheur","dog","dog","cadetblue4","cadetblue4","New York","New York",0,0,TRUE,TRUE,153.503206153268,153.503206153268,70.7638780223206,NA,53,NA,32,32,"Bimetallistic Wren","Bimetallistic Wren","Suspendisse nullam potenti et","Suspendisse nullam potenti et",2022-02-14,2022-02-14
